arbitrary	biased	coherence	consensus	contentious	expected	insightful	meaningful	offensive	preferable	sensible	specificity	uncanny	unpredictable	confusing	age	bestlabel	birthsex	education	familiarity	gender	marital	poc	corpus	assignmentID	topicID	HITId	technique	suitable	objectionable	consensus_factor
66	1	33	55	30	26	12	20	1	1	13	28	76	92	66	23	NA	male	somecollege	1	man	single	mixed	gunn	36TFCYNS46OUA6N5I0L2ECQGZQHHXB	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	DistSal	88.5527389207941	86.0059218184046	27.3120487742672
66	70	66	73	81	65	74	65	73	68	66	76	67	71	68	53	NA	male	bachelors	75	man	married	white	gunn	39GAF6DQWTER26XWGWHZY4DO2QV1VB	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	DistSal	286.918903522802	246.374700255043	36.2505374640273
80	81	86	25	32	87	89	92	85	74	77	86	32	80	74	25	NA	female	graduate	100	woman	married	white	gunn	3HL8HNGX47FKVEE1KUROVOSLC8V9F4	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	DistSal	368.224361768442	219.591429442015	12.4145676246669
57	3	6	4	3	3	5	3	3	4	3	3	2	3	96	27	NA	female	bachelors	1	woman	single	white	gunn	3SITXWYCNXNKJTKJI8B6S1NI4DUBX7	43	3ZZAYRN1I75UYM2FR1ATLY7QE3KOTF	DistSal	16.8600849478386	9.45857901939972	1.9863308199467
37	76	69	63	65	71	73	63	69	76	62	73	59	64	78	26	NA	male	bachelors	1	man	married	hispanic	ap	34S9DKFK753BK7ZQQU2H2AULNF9YNA	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	TopicSal	288.448628907518	231.800429103213	31.2847104141606
88	6	87	86	96	93	95	91	1	95	92	91	50	13	6	40	NA	female	bachelors	42	woman	married	white	ap	37UEWGM5HVMZ9ZGF7CCPX7OLHSJ1RZ	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	TopicSal	391.809727766264	147.514566276247	42.7061126288541
76	83	66	94	96	71	88	85	86	82	73	92	88	50	83	28	NA	male	bachelors	77	man	single	natAmerican	ap	37WLF8U1WR48TH4HNYF9RRTOUB9K6R	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	TopicSal	327.401243410086	298.533970903546	46.6787742687475
67	37	50	41	25	68	42	26	35	78	46	21	72	71	63	20	NA	female	somecollege	1	woman	single	black	ap	3CCZ6YKWR9XSTHLCEIEF9C18NLP957	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	TopicSal	198.496444001083	130.296402453004	20.3598909044537
24	36	60	65	53	59	45	58	28	66	58	38	34	52	37	61	NA	male	graduate	5	man	divorced	white	ap	3DPNQGW4LNTNFFFE26STKA4SXPF64J	67	3QO7EE372P1XNCLE6SBCA9W4NZPBQB	TopicSal	240.071790301235	124.636137156597	32.2778758241339
1	1	88	65	23	71	55	82	3	61	80	2	16	11	2	26	NA	male	somecollege	11	man	single	black	ap	35H6S234SCE5BYJEGBB3P2A6XL765L	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	TopicSal	322.295839659157	27.7876815100691	32.2778758241339
1	1	76	93	10	91	80	86	1	90	93	12	1	3	17	37	NA	male	bachelors	5	man	married	white	ap	39K0FND3AJT467GNYN91M9NEF2YAMM	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	TopicSal	365.600951820495	15.0733799733276	46.1821915637609
26	29	30	50	86	77	50	66	1	18	53	73	62	66	19	23	NA	male	bachelors	1	man	single	mixed	ap	3B2X28YI3YT70E0NHL2GSOAY7K4B68	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	TopicSal	238.262053834189	156.639186436677	24.8291352493338
67	83	75	92	75	73	69	75	64	40	25	75	36	35	83	28	NA	female	bachelors	50	woman	married	white	ap	3DH6GAKTY0351WD9TIDBXX1UXTHYZR	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	TopicSal	268.99028597509	224.702551455042	45.6856088587742
17	8	34	66	8	57	62	85	5	92	56	19	7	8	9	55	NA	male	bachelors	82	man	single	white	ap	3TR2532VIR8DIXYZ5DFXQCTBFLCJ6S	73	3WUVMVA7OCH1IUHDNAUT6RO2AKOZAX	TopicSal	252.966327289481	30.6977807301266	32.7744585291206
50	50	65	31	50	55	80	70	37	63	74	50	32	1	25	29	NA	female	associates	10	woman	single	white	ap	31QTRG6Q2VRBNSB369F96ZZGNUAYP6	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	TopicSal	293.756270265866	146.653771990482	15.394063854587
7	1	91	93	22	100	58	95	1	100	100	12	9	1	1	44	NA	male	associates	18	man	single	mixed	ap	3ERET4BTVONVB06FL5ILB1KQKCCK9X	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	TopicSal	382.189609836879	27.0884327524839	46.1821915637609
47	47	53	53	47	47	46	49	54	53	53	46	53	53	52	31	NA	female	somecollege	25	woman	divorced	white	ap	3MHW492WW2ROYVJL9I0XIW1R0AYVM3	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	TopicSal	212.212029228868	167.479971844716	26.3188833642938
37	35	73	29	31	69	67	81	40	60	63	60	31	65	34	42	NA	male	bachelors	19	man	single	white	ap	3QHK8ZVMIOWPJZ3U4P8IH7SVXBSLBH	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	TopicSal	301.844159085569	132.33910495726	14.4008984446136
1	1	100	99	55	100	100	100	1	100	100	53	2	1	1	57	NA	female	somecollege	66	woman	married	white	ap	3SKRO2GZ735DMV3KHS3SWV27MZW1KB	17	3QD8LUVX4YCF7T5HRWFR1VS5A6PX5S	TopicSal	427.644212766988	65.7129341488386	49.1616877936809
1	28	89	76	38	80	84	74	4	86	82	37	27	14	6	22	NA	male	high	1	man	single	white	ap	32N49TQG3IWNWUAWCFAS956R6R9AVU	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	TopicSal	349.121088788365	86.2369139726093	37.7402855789874
1	10	90	90	10	90	85	90	10	90	90	15	1	10	10	24	NA	male	high	30	man	married	white	ap	333U7HK6IBTC36DEF0NBWI33W7ZJDK	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	TopicSal	380.857696892925	30.787282847979	44.6924434488008
10	1	50	97	5	40	6	55	1	100	65	1	5	85	55	39	NA	male	somecollege	1	man	single	white	ap	3C6FJU71TS7OFXJZNVE3G5MFVB2YU2	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	TopicSal	187.567450344167	8.27065208461782	48.1685223837076
16	10	90	90	10	83	77	100	1	100	90	5	74	20	5	36	NA	male	high	10	man	married	white	ap	3EF8EXOTT39IBBX2Z73GVG2U7AWJ1U	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	TopicSal	377.061984580415	66.4509691810795	44.6924434488008
1	1	82	62	47	71	40	77	1	85	71	19	40	22	45	28	NA	female	graduate	1	woman	single	white	ap	3YMU66OBIPMJOKSFTQLYQQQLW7BGHM	45	3CIS7GGG66XNM84FXSX7LIZETH7UEY	TopicSal	292.854675917322	65.9486248466228	30.7881277091739
19	20	75	79	34	76	82	81	21	71	75	34	20	35	32	24	NA	male	somecollege	20	man	single	white	ap	39GHHAVOMH5Z3AULMPMITE9XJU6J47	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	TopicSal	332.528966405343	84.5890982508994	39.2300336939474
70	64	70	38	70	74	57	36	74	39	40	41	68	43	75	32	NA	male	bachelors	60	woman	married	white	ap	3CN4LGXD5Z2PYZPK8PNL31OLWYHY4I	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	TopicSal	235.38270418632	215.808764088747	18.8701427894937
29	58	29	31	81	13	13	41	70	1	18	50	1	38	90	31	NA	male	graduate	17	man	married	white	ap	3STRJBFXOY5EVFFTJBN221L2EI3TKS	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	TopicSal	97.6842767533736	174.963226464195	15.394063854587
13	22	66	63	83	67	59	73	9	79	71	56	31	44	38	53	NA	male	graduate	5	man	divorced	white	ap	3VELCLL3GMX269B6GHCVGIA2E4L1FH	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	TopicSal	288.175211812489	124.780346337784	31.2847104141606
25	65	21	63	84	70	39	30	1	19	60	31	1	4	68	27	NA	female	bachelors	50	woman	single	hispanic	ap	3X31TUMD7Z0O61L22SFTBVFMBZ11LE	11	3W1K7D6QSCV614M5TOUP1288S29ZBS	TopicSal	190.599074429942	116.833610383817	31.2847104141606
48	25	57	42	56	75	62	74	58	60	87	50	38	34	1	39	NA		bachelors	60	man	single	hispanic	ap	38JBBYETQQORSU8T8OBRWYW5EMAE4H	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	TopicSal	305.700596524379	151.151992889006	20.8564736094404
1	1	100	90	1	100	55	95	1	95	100	1	1	1	1	39	NA	male	somecollege	5	man	single	white	ap	3B1NLC6UG1AB11Q3C3T3ZZSCIYLGPR	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	TopicSal	387.042115256109	3.37541463681974	44.6924434488008
1	51	75	80	51	70	51	51	1	60	80	51	68	10	5	31	NA	female	bachelors	80	woman	married	white	ap	3FQ5JJ512N2G02A9MF1QT2FAP21NK9	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	TopicSal	280.402069102327	144.654173427995	39.7266163989341
1	1	74	74	1	78	68	68	1	67	79	1	1	1	1	41	NA	male	high	1	man	married	white	ap	3VAR3R6G1RFENM8KE540IM6OKACO82	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	TopicSal	314.385664900191	3.37541463681974	36.747120169014
1	34	41	40	27	57	32	11	1	12	53	19	16	12	61	23	NA	male	somecollege	20	man	single	mixed	ap	3XC1O3LBOU0PFLXB4BZ3H1YH3ISLT7	30	3SZYX62S5HELSEZQ9JBT7WFH8DB758	TopicSal	166.607601152519	64.0908545280558	19.863308199467
1	3	79	80	20	77	95	88	1	93	87	1	1	1	1	42	NA	female	associates	6	woman	married	white	ap	37M28K1J0SRE5ZA2VQW96HVXB42JAI	24	3F6045TU7E287KPVR6MUX8BPPZI99D	TopicSal	364.098220098216	15.474830885831	39.7266163989341
2	1	100	100	77	78	77	75	2	76	77	1	3	1	1	27	NA	male	somecollege	50	man	single	black	ap	3E337GFOLBMBYGEQWOGBVANHILKNG6	24	3F6045TU7E287KPVR6MUX8BPPZI99D	TopicSal	346.973783307453	47.7545697305376	49.6582704986676
8	3	91	88	8	81	73	80	2	68	74	3	17	68	4	24	NA	female	somecollege	50	woman	single	white	ap	3KOPY89HMAGELEBHMBHZJ9HR5V3J3H	24	3F6045TU7E287KPVR6MUX8BPPZI99D	TopicSal	340.827264562207	21.4774292157858	43.6992780388275
1	1	1	55	1	57	64	1	1	72	65	1	1	1	1	29	NA	male	somecollege	16	man	single	white	ap	3QFUFYSY90TJY88P3ZVXEGH5QNP4FP	24	3F6045TU7E287KPVR6MUX8BPPZI99D	TopicSal	162.087294445854	3.37541463681974	27.3120487742672
66	62	60	69	76	58	25	70	66	63	71	62	37	32	64	36	NA	male	bachelors	64	man	married	white	ap	3RYC5T2D7572QRZHSENFY36JK7WPRW	24	3F6045TU7E287KPVR6MUX8BPPZI99D	TopicSal	245.410368127415	203.477489894623	34.2642066440806
54	54	47	96	51	25	55	57	2	38	55	52	49	85	56	31	NA	female	bachelors	80	woman	married	white	ap	30MVJZJNHOR00G0X3KI9AMKD5OLJ98	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	TopicSal	204.077789238426	135.652817074836	47.6719396787209
1	3	80	68	12	70	60	84	3	37	87	20	1	8	4	37	NA	male	bachelors	6	man	married	white	ap	35L9RVQFCQW2T2TADVAFU5RC5GJUHV	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	TopicSal	327.061414691692	24.1394240640286	33.767623939094
11	27	76	100	74	100	100	100	24	100	98	39	21	10	9	38	NA	female	bachelors	20	woman	married	white	ap	38F71OA9GVAZ2YXV93VT0AY5CF9MF3	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	TopicSal	406.462670879173	118.239548606099	49.6582704986676
31	57	54	56	59	42	68	68	11	67	65	69	44	23	45	34	NA	female	bachelors	30	woman	married	hispanic	ap	3MYYFCXHJ5LPC84KEJ1FW1HHR3I4GJ	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	TopicSal	253.881049000502	156.397474753096	27.8086314792539
56	67	51	66	64	17	59	38	60	39	22	63	31	68	66	29	NA	female	somecollege	70	woman	single	white	ap	3W92K5RLWWVQQOYFHJJB1UQ5ED8V59	53	3M67TQBQQI2MC3Z0JC0UT3M9VH09AS	TopicSal	156.942619648778	192.576796108962	32.7744585291206
74	68	77	91	86	65	67	84	65	93	79	80	86	83	63	26	NA	male	bachelors	74	man	married	white	ap	37UEWGM5HVMZ9ZGF7CCPX7OLHRQR1U	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	TopicSal	318.640826917745	256.527316445325	45.1890261537875
81	33	68	73	68	75	80	94	61	76	65	35	73	60	77	32	NA	male	bachelors	20	man	married	white	ap	3B3WTRP3DDG0UK2PWZCHB5YW3BY926	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	TopicSal	326.805560719929	180.528858009089	36.2505374640273
98	1	1	80	100	1	1	1	1	1	1	10	50	100	100	39	NA	male	somecollege	1	man	single	white	ap	3FIUS151DXG5OOX49K3G5QEKH7YGGN	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	TopicSal	4.27644212766988	96.6251138156187	39.7266163989341
32	27	63	91	27	60	49	58	23	98	69	24	40	43	40	36	NA	male	somecollege	1	man	married	white	ap	3NLZY2D53R3CN55JN758CWNUJBTLQT	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	TopicSal	256.526334181412	94.8831843824902	45.1890261537875
50	1	52	64	82	1	1	1	1	22	24	76	63	82	66	29	NA	male	high	1	man	single	white	ap	3TUI152ZZD1ZXY1FUXNPSHEGL5O1Q3	66	34O39PNDK7MXZD0EJ70CFZ69JLRBRC	TopicSal	66.2201193963139	135.450147514357	31.7812931191473
6	50	83	98	50	90	98	97	50	100	83	50	7	10	10	35	NA	male	graduate	5	man	single	white	ap	35GMH2SV3GVVWNIBR8Q0AW2AVHBEO0	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	TopicSal	385.506922791488	140.061141525429	48.6651050886942
6	42	59	69	42	55	54	62	29	52	55	42	54	39	9	24	NA	female	bachelors	1	woman	engaged	white	ap	3ATTHHXXWC2U61YPOI3NEORVZAMIX9	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	TopicSal	243.793670325318	139.680401627709	34.2642066440806
77	89	74	83	90	87	75	71	80	82	79	83	88	77	87	34	NA	male	bachelors	99	man	married	white	ap	3AWETUDC946JBWY4P0R8B9767AKIZ6	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	TopicSal	330.58735630773	289.658227941998	41.2163645138941
32	55	59	20	41	35	24	63	40	64	42	37	26	38	32	29	NA	male	graduate	80	man	married	white	ap	3KAKFY4PGWGIQ3RB4TWZ782RSHNI3F	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	TopicSal	191.182026797681	135.895183935012	9.93165409973352
1	97	1	78	81	100	92	85	1	97	94	96	1	1	61	27	NA	male	associates	8	man		hispanic	ap	3NL0RFNU0H1UEU034AMUUT9AYJ64KR	57	33Q5P9PUSQ0PB9EB7OQKCMEQAN9ZCZ	TopicSal	322.657210811019	179.23548429588	38.7334509889607
24	33	65	66	20	63	54	63	1	41	70	55	6	12	10	39	NA	female	bachelors	1	woman	married	white	ap	39DD6S19JRP7VRWITH1HQU9EFHEEZU	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	TopicSal	270.112313867829	74.6581262652633	32.7744585291206
29	76	38	95	72	29	14	38	2	31	35	68	35	67	63	44	NA	female	graduate	1	woman	divorced	white	ap	3KJYX6QCMBPYXND06LN5249AWFTVJN	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	TopicSal	132.560671372509	164.578712409616	47.1753569737342
35	62	59	40	38	57	65	75	37	60	41	28	45	54	43	32	NA	female	associates	44	woman	single	white	ap	3NGI5ARFTVJEXM00UK80SCO6G9JP1H	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	TopicSal	253.209443888768	144.470379539184	19.863308199467
25	40	65	50	75	40	70	69	15	60	70	60	20	75	25	28	NA	male	bachelors	35	man	single	mixed	ap	3NQL1CS15TMOSC8ZSLO8CROY9IBYVR	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	TopicSal	268.004394198599	133.875688031108	24.8291352493338
22	25	60	39	77	36	54	57	2	28	70	50	59	60	74	33	NA	male	graduate	33	man	single	white	ap	3Z9WI9EOZ12OQ6OYJH6DOIIE3PHKHK	6	3KI0JD2ZU2WHBIZ4E2LYZ2TH48M76O	TopicSal	237.005450091762	133.348640148385	19.3667254944804
100	1	1	1	98	2	1	1	1	1	3	1	1	100	100	35	NA	male	graduate	80	man	single	white	ap	33CUSNVVNPQB2UL47OF4L0GO59988S	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	TopicSal	6.96359724069495	57.3214283131529	0.496582704986676
44	32	30	18	25	10	28	43	42	32	44	64	27	29	38	22	NA	male	high	1	man	single	asian	ap	34QN5IT0T15TK5G1CK2PSLA6MBX805	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	TopicSal	133.156517860868	128.019959061898	8.93848868976017
39	37	54	23	38	53	40	60	62	56	42	58	42	41	55	12	NA	male	bachelors	53	man	single	asian	ap	374TNBHA8D9WN4CI6MUY64PQSQWYQX	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	TopicSal	213.231869866292	160.982854684561	11.4214022146935
40	1	30	70	30	20	10	45	5	5	35	30	1	65	1	57	NA	female	high	20	woman	married	white	ap	3HUTX6F6VW13176VYOVZ8VTLYAKO2Z	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	TopicSal	121.120273723562	40.2552852844955	34.7607893490673
1	1	84	75	10	83	80	80	1	89	86	70	70	10	1	37	NA	female	associates	1	woman	single	white	ap	3PMBY0YE29HDS2URTS1NNI7IF2B9CF	28	3VEI3XUCZSBZ371O2CIDAJBY0P5RPC	TopicSal	353.406063187176	96.4308552485105	37.2437028740007
39	11	9	62	1	10	10	11	1	10	9	1	1	11	5	28	NA	male	bachelors	32	man	single	white	ap	33F859I568RNX3K4D4TKPFZOGVIHB7	48	34KYK9TV2SM90S0RYW0H59B55NABS0	TopicSal	41.9346755546153	11.0387711473232	30.7881277091739
77	27	60	67	59	56	67	60	60	56	58	69	59	30	58	36	NA	female	somecollege	11	woman	single	black	ap	386PBUZZXHBV1I16SHLZFVB85G1LJ2	48	34KYK9TV2SM90S0RYW0H59B55NABS0	TopicSal	256.887367886655	181.487809261344	33.2710412341073
76	1	9	100	1	11	1	11	1	1	1	1	1	94	100	54	NA	male	somecollege	50	man	married	white	ap	39GXDJN2OVS9D6HHFHQEDE0WG428VJ	48	34KYK9TV2SM90S0RYW0H59B55NABS0	TopicSal	28.3511799886312	3.37541463681974	49.6582704986676
66	15	28	34	52	18	46	47	1	19	32	12	1	85	68	36	NA	male	bachelors	1	man	single	white	ap	3A4TN5196MW678CAR4PF0Z56YHOCHH	48	34KYK9TV2SM90S0RYW0H59B55NABS0	TopicSal	145.754817275496	49.1601468654138	16.883811969547
49	25	58	72	79	34	45	40	2	57	55	65	55	78	61	41	NA	female	associates	7	woman	married	hispanic	ap	3OE22WJIGK2F6VSDWLX93JJDW2MQUS	48	34KYK9TV2SM90S0RYW0H59B55NABS0	TopicSal	197.871750471441	140.916631023878	35.7539547590407
29	11	58	44	33	56	27	54	12	55	64	11	9	12	15	31	NA	male	graduate	4	man	married	white	ap	31LVTDXBL9OCZ6KJ0MU8HMXZFXVLRU	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	TopicSal	223.230630171217	48.8062551064353	21.8496390194137
4	7	74	55	29	63	69	57	4	67	68	37	7	21	24	33	NA	female	bachelors	60	woman	married	white	ap	388U7OUMF9FZ2AVXBT8PJ25BCZKR0R	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	TopicSal	282.354288395304	51.785267241352	27.3120487742672
27	26	33	34	34	50	30	50	50	33	43	50	29	37	32	34	NA	female	somecollege	32	woman	single		ap	3BWI6RSP7INOBHQCAM9YZAGF5O0E71	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	TopicSal	177.687894264738	127.459401969289	16.883811969547
17	9	62	73	62	66	54	52	9	36	65	61	16	32	70	33	NA	female	somecollege	62	woman	married	white	ap	3NS0A6KXC6M5F5S9ZCR5QXUQSXSZGV	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	TopicSal	256.130748540778	96.1660961188634	36.2505374640273
91	93	91	96	97	90	93	88	96	96	87	91	94	97	92	30	NA	male	graduate	99	man	married	black	ap	3OHYZ19UGEJS6A1ZB3OEEDCJAYCOA6	89	3RDTX9JRTZF4T112C9OAJCKJU9U79Z	TopicSal	383.629792582371	317.919492370998	47.6719396787209
30	29	18	72	23	1	1	8	7	1	1	8	60	88	62	42	NA	female	bachelors	1	woman	single	white	ap	352YTHGROXR3C4ZVYPJXH1TI6224HN	25	3IWA71V4TJUBQX5VWFPWT165610X68	TopicSal	24.1652041627771	85.3802616411026	35.7539547590407
47	51	26	74	40	59	30	75	68	41	76	80	25	39	67	28	NA	male	associates	29	man	married	white	ap	384PI804XUFB3PVAQI8U9CA7Y2T0SG	25	3IWA71V4TJUBQX5VWFPWT165610X68	TopicSal	231.783693200186	179.519942933768	36.747120169014
30	21	68	62	67	18	59	66	85	28	50	70	35	43	40	35	NA	male	bachelors	50	man	married	white	ap	3D4CH1LGEC7Q9EAWVEX6D9SXDU3G9W	25	3IWA71V4TJUBQX5VWFPWT165610X68	TopicSal	221.492459611977	185.344555935509	30.7881277091739
38	3	64	90	17	27	4	70	4	15	70	3	2	96	89	49	NA	female	high	1	woman	married	white	ap	3GLB5JMZFZ92C4ND7U28Z5BN4GHGDE	25	3IWA71V4TJUBQX5VWFPWT165610X68	TopicSal	203.533360412109	18.0214471358166	44.6924434488008
1	10	55	59	65	40	50	65	13	35	55	25	1	20	40	37	NA	female	somecollege	1	woman	married	asian	ap	3ZGVPD4G6VV9KAEFJCQCPG9FIT0ZT8	25	3IWA71V4TJUBQX5VWFPWT165610X68	TopicSal	226.774029209556	69.7900063174343	29.2983795942139
1	7	97	98	22	68	84	84	18	100	100	6	6	19	9	24	NA	female	somecollege	16	woman	single	white	ap	33F859I568RNX3K4D4TKPFZOGUWHBJ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopicSal	370.069872666043	39.2392812936867	48.6651050886942
1	20	81	80	18	71	60	80	1	59	80	25	11	18	19	33	NA	male	bachelors	30	man	single	white	ap	34S9DKFK753BK7ZQQU2H2AULNGZNYR	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopicSal	318.905487442289	48.6690753192238	39.7266163989341
26	31	74	66	16	67	64	67	16	58	65	61	22	30	12	33	NA	male	bachelors	50	man	single	asian	ap	3PEIJLRY6V7C7WIUDZ72FF03ENKXWZ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopicSal	287.953338075107	96.8867427950816	32.7744585291206
1	1	1	98	5	98	91	87	1	100	98	6	2	3	5	37	NA	female	graduate	1	woman	married	white	ap	3VFJCI1K41DWDE6IPVXS4USRJG9GRJ	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopicSal	325.464484442337	9.30977791075643	48.6651050886942
1	1	73	94	60	40	1	75	5	66	54	80	1	17	1	30	NA	female	associates	34	woman	married	hispanic	ap	3ZY8KE4ISLHFJAHD1B7EZ5LWA9VQVH	79	3PR3LXCWSGDY8G7TUMS8DBX7W28X9J	TopicSal	209.792430739501	87.3608244043673	46.6787742687475
1	50	80	80	50	80	50	80	1	80	50	50	1	50	60	29	NA	male	high	1	man	single	black	ap	39GXDJN2OVS9D6HHFHQEDE0WG398VO	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopicSal	290.890161418144	97.9897215052057	39.7266163989341
39	50	50	54	87	53	45	72	50	53	50	54	48	96	50	60	NA		graduate	76	man	divorced	white	ap	3DIP6YHAPE6SBVVVKR14DACAG86E8O	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopicSal	231.817231875182	190.446443881253	26.8154660692805
68	70	65	84	28	68	59	29	82	55	27	66	76	30	58	28	NA	male	bachelors	72	man	single	white	ap	3KXIR214I6UZXEWDF4GQUXNGHJK425	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopicSal	209.764444175166	223.815396034381	41.7129472188808
27	52	56	57	44	54	51	54	53	42	53	47	60	44	54	38	NA	male	bachelors	60	man	single	white	ap	3NGI5ARFTVJEXM00UK80SCO6GAZP1Z	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopicSal	229.226143912635	174.148449500621	28.3052141842405
70	68	72	85	72	68	76	80	71	89	81	82	82	85	83	60	NA	male	bachelors	50	man	married	white	ap	3UN61F00HY3YXHHY8ZE10X12T7Y5RT	95	3YD0MU1NC3FIYKB74F2AF7V30RC7AE	TopicSal	322.770578919759	251.948555632092	42.2095299238675
1	10	88	92	32	80	100	100	3	100	74	79	68	23	4	70	NA	male	graduate	30	man	married	white	ap	35GCEFQ6I724LTGL4XKL735HOSN3ZR	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopicSal	376.856660168209	121.257232632109	45.6856088587742
28	15	84	85	79	78	89	83	2	79	82	30	20	29	20	34	NA	female	bachelors	17	woman	single	white	ap	36PW28KO41A6UJOAHPLI91I56W6EAS	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopicSal	355.270533820318	88.5901598310729	42.2095299238675
1	1	75	86	1	75	75	85	1	80	85	4	1	1	1	29	NA	male	associates	10	man	single	white	ap	3DL65MZB8FTUNYL813H9FW8T6ZRECU	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopicSal	338.570532248189	5.20068693640998	42.7061126288541
1	15	89	94	33	98	96	93	1	100	100	40	71	16	3	29	NA	female	somecollege	16	woman	single	white	ap	3OB0CAO74J3JABDFNW74XQXP14SYHV	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopicSal	407.619658441206	102.365819088843	46.6787742687475
1	1	99	91	14	96	53	91	1	91	96	9	1	1	2	47	NA	male	bachelors	100	man	single	white	ap	3X65QVEQI218T4V0IP4DSRYDFWTCLG	91	3MDWE879UIGRVD4SPQ0QOE6FDZL9BN	TopicSal	373.967105310258	15.4726855572975	45.1890261537875
10	40	65	50	60	25	20	40	1	40	40	65	10	60	55	32	NA	male	bachelors	15	man	single	white	ap	320DUZ38G90FFQN5HQOJ23609ZFGJR	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopicSal	161.937293948912	111.023155221089	24.8291352493338
1	1	100	1	10	95	100	100	1	95	100	1	1	1	1	46	NA	female	somecollege	50	woman	divorced	white	ap	3IFS6Q0HJKXMAKCQU8X0FGA3KVKIS1	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopicSal	423.239317605616	8.38071487483003	0.496582704986676
50	30	22	50	25	19	7	4	24	12	19	28	25	25	28	39	NA		bachelors	34	man	single	hispanic	ap	3JZQSN0I3SOZAO19Y0XYN5E8GSYGFO	60	3WRAAIUSBKDCDZHYMS68968R2KQXAY	TopicSal	60.8115557141434	89.2654709513789	24.8291352493338
