,corpus,topicID,technique,Input.topn,Input.doc1,Input.doc2,Input.doc3,Input.doc4,Input.doc5,biased,coherence,consensus,contentious,expected,insightful,meaningful,offensive,preferable,sensible,specificity,uncanny,unpredictable,confusing,bestlabel,familiarity,suitable,objectionable,consensus_factor,NPMI_3,NPMI_6,NPMI
33,gunn,7,TopN,"heylyn, rogers, rochester, hall, homer, mary"," Monday.  Finished drawing.  To town<br />with Heylyn; got note from Canada railroad<br />man inclosing tickets.  Tried Rogers office, he<br />out.  To Heylyn’s store."," Sunday.  Continuation of the Gleason hoax, it waxing immense & comprehensive in progress.  A letter from an imaginary John Voorhees, dweller in a Church<br />Street brothel, complimenting Gleason on his “roaring” Sonnet, intimating that “as<br />he was going in strong into the smutty line, he sent him something he must own<br />was first chap”, (an acrostic which I think boasts Rochester’s authorship. ) Also<br />stating the willingness of “John Vorhees” to supply “tales with hair on” at $5 a<br />column, also demanding an agency for the sale of French cards and prints – as<br />“doubtless Gleason had a first rate stock on hand. ” This Barth wrote."," R.  attributes her convalescence.  To Heylyn’s shop, loafing there with<br />him till dinner-time.  At his house all the<br />afternoon, loafing, chaffing and drawing<br />his piseatorial caricatures for the decoration of<br />his shop, to his great satisfaction.  It appeared that among other characteristics of Mrs."," Rain, clearing up as Rogers drove<br />me to the city.  Goodbye to him.  To Heylyn’s fishing<br />tackle shop, where he came by 1.  P.  M."," Tilton’s had his meals in’s own room of late, for this ludicrous<br />reason.  He brought home a little terrier pup, which the boy Dobson made<br />much of; – the animal being in the room as wont of an evening, at the supper<br />table, Alf takes him up and lets him lap up milk out of his saucer. <br />Mason smiles depreciatingly, poor, tall, sick looking Mrs Tilton smiles,<br />Homer looks in hard astonishment, Boggs gets intensely red in the face,<br />(as he always does on the smallest provocation), and nudges his little, quaint,<br />good-tempered, affectionate wife to see.  Suddenly Tilton rises, quits his<br />supper and hurrys away from the room.  Little Dob glides round full<br />of intense spite, collars the dog, and with a “Mr Waud, there are<br />limits to every thing – ” puts puppy out of the room.",43.8,71.6,71.2,63.6,69.8,53.6,66.2,32.8,63.4,63.6,60.6,35.6,41.6,36.2,,31.2,278.147743384189,155.05619362382373,35.35668859505134,0.03127067296632644,0.025574951698113628,0.028422812332220035
34,gunn,8,TopN,"drawing, called, town, lantern, reveille, till"," I to Sachem Office.  To Engravers, Post Office<br />&c.  Waited till 1, got Picayune & Reveille cuts,<br />& to the several Offices.  Saw Mathews, (oily, shifty,<br />dodging Mathews! ) To Reveille Office."," Sketched a certain store, all<br />signs and pictures, returned at sunset.  Met Fagan. <br />To supper – then to room.  Joe came.  Drawing<br />all the evening and now, to bed.","<br />Reveille Office.  Returned by 1 1/2, dined at Reade Street.  Work<br />on by Reveille cut; supped down town, drawing again till Joe<br />came.  Out with him about 10 1/2, took him to Bowery, had<br />Ice creams, saw him to Mulbery Street, then walked back to<br />my room, down Broadway.  Barth had called at my room<br />leaving note.","13.  Tuesday.  Made drawing on wood for Lantern.  Took it.  Brougham, Caroll &<br />Powell.","17.  Tuesday.  Down town, Goslings, Post Office, Lantern Office,<br />there some time, Butler, Powell, Bellew & others there.  To Wells<br />& Webb for of blocks.  To Mathews, return to room, drawing.",47.4,53.8,54.8,67.4,60.0,49.0,59.0,41.6,50.8,66.4,42.4,45.6,31.0,34.4,,11.4,247.63173094398138,162.3679218608846,27.212732233269843,-0.010068644419607488,-0.036788483698626875,-0.023428564059117182
35,gunn,9,TopN,"book, welden, picayune, forbes, paper, cuts","028<br /> “ on hand 351<br /> given away 120 471<br /> sold 1,557<br /><br />PRINTING OFFICE, NO.  15 VANDEWATER STREET. <br /> New York Jan 1st 1858<br /><br />[handwritten_by_Gunn]<br />I hereby certify that from <br />the 1st 1857 to date I have<br />had the uninterrupted possession of the Stereo Plates of<br />the Book called “Physiology <br />of New York Boarding Houses<br />and that during that time I<br />have printed from them 2000<br />copies, and no more. <br /> C.  A."," as usual.  I do now, in<br />part, “let go my opinion, hold it no longer–” as to the<br />management of the paper, and suppose it to be just as<br />its projector wishes, and that he has some ulterior<br />purpose or backers in a pecuniary sense.  Forbes<br />knows no more than I, and is probably engaged as<br />an ostensible authority, Russell not wishing – as he<br />intimated on my engagement – to appear openly in connection with the paper.  (He has other offices in the<br />building and is said to be engaged, largely in the<br />telegraphing business.  These rooms, we newspaper<br />employees don’t go in) The printers are all Englishmen, the foreman’s name appearing as publisher<br />of the paper."," Thursday.  Down town.  Bellew<br />came at night, and Colonel Forbes – who spake<br />of securing my services on the European, a newly<br />started paper.  Went home with Bellew, and<br />stayed till 11. <br /> 101.","15.  Saturday.  To Post-Office, Radway’s, and<br />the Stereotypers in Beekman St.  In the evening<br /> 171. <br />called on Mr and Mrs Andreotti."," Rain; rode<br />uptown.  Evening, round to Arnold’s, with him, Sears and a<br />fellow boarder.  I was introduced to Herbert in 1849, on coming to this country, at Stringer and Townsend’s the publishers.  Having seen a portrait of “Ned Buntline”<br />and not knowing the fellow’s character, I fancied Herbert the<br />man and thinking the recognition might be a compliment (! )<br />said so!",34.6,55.0,59.0,46.6,57.8,62.0,71.0,35.6,64.0,58.8,39.4,49.0,36.6,49.0,,17.0,260.8241129326604,136.77473571920075,29.29837959421389,0.022620895722444134,0.0340444971662063,0.028332696444325216
36,gunn,11,TopN,"watson, edge, glover, powell, rawlings, notes"," Talk about<br />it.  Round to the “Bank. ” Thad Glover, foolish-fa-ced Thad Glover, and Watson, once of the Sunday<br />Courier, now of Porter’s Spirit there and Bob Gun must<br />needs invite them to drink with and join us.  This Watson, the odious little cub, I have put down particulars<br />of, heretofore.  He did some knavery in England, theft,<br /> 179<br />breach of trust or forgery, which necessitated<br />his flying hither and adoption of his present feigned<br />name."," Shee’s attention to the printed notice on<br />the door of his room, cautioning parties against<br />leaving money in their trunks, on account of<br />the number of hotel thieves that were about. <br />Mr.  Shee did not much like the idea of Watson’s<br />taking the notes away, and was about to object, when<br />Watson, who by this time had closed the door, opened<br />it again, and poking in his head, asked Shee what kind<br />of funds he would like.  Mr.  Shee replied that he<br />must have bankable funds.","<br />We kept it up till midnight, when Billington<br /> 207<br />having taken himself off and Boweryem having gone<br />to bed, Edge and I turned out for aw oyster-stew.  (He had brought up for my future use,<br />sundry envelopes, directed in bigger than “studhorse” type to the London Star.  Returning<br />alone and looking into Cahill’s room, I found<br />him, Watson, Jewitt and Gufferoe.  Stayed<br />an hour hearing Cahill and Watson sing songs. <br />And thus passed my thirty-sixth birth-day."," (Children can be and commonly were,<br />just as big hypocrites as grown<br />people. ) Rawlings himself (I must put him in)<br />the perfect development of a peculiar stock, is a<br />man of middle size and stature, not particularly<br />noticeable in any respect, his face not ill-looking<br />but certainly not handsome.  His hair thinnish,<br />his eyes of a dubious blue-gray, his face without<br />much color, his side-whiskers not luxuriant,<br />his scanty mustaches waxed or gummed at the<br />ends into little upward curls, his chin clean shaven, the general expression of his countenance<br />equivocal – furtively uneasy and suggestive of<br />his nature as it were – Rawlings, could he<br />be quiet, might be mistaken for a respectable<br />man, being in truth the biggest humbug and<br />social imposter I have ever encountered.  Indeed<br />the whole family were evidently of the same kidney, “Gus’s” marriage <br />having, afforded a home to <br />all of them.  A human cuckoo himself – not<br />to say a bird of prey – he has brought all his<br />brood to occupy the remarkably snug nest in<br />which the pretty sparrow who accepted him,<br /> 37<br />Mrs."," He told me that old<br />Charles died twelve months ago; that previously<br />he (Charles) had experienced an awful exposure<br />and shaming, in a court of justice, about certain<br />log-rolling, jobbing, political corruptions into,<br />which the once owner of the “Reveille” had been betrayed.  Whitely attributed his death to this wretched business.  He had, too, the usual stories<br />to tell about old Powell, involving borrowing, sponging, dodging and lying, both at his (Whitely’s)<br />own expense and that of his friends, into whose<br />acquaintance Powell contrived to hook himself. <br />Tired, at length, of lending the old dodger money;<br />of presenting orders on Frank Leslie for payment,<br />which were denied by Wood and others, Whitely<br />told Powell his sentiments on board on Hoboken<br />ferry-boat, when the elderly shyster assumed the<br />bully and – disappeared into the water-closet, remaining there while Whitely was on board!  All<br />Powells stories about Leigh Hunt, Wordsworth<br />and others, Whitely listened to, as to an acknowled and privileged liar.",23.2,47.0,61.4,62.6,47.4,45.2,46.2,13.4,45.0,49.8,35.8,26.6,42.8,45.2,,30.8,201.72134468985809,102.54482988039305,30.490178086181903,0.007879740323332805,0.01973967308345527,0.013809706703394037
37,gunn,12,TopN,"rebel, col, miles, rebels, river, troops","<br />[newspaper_clipping]<br />SITUATION OF PORT HUDSON. <br /><br />The above map gives the principal points of interest near Port Hudson, the Rebel Gibraltar on the<br />lower Mississippi.  Port Hudson is in East Feliciana<br />parish, Louisiana, on the left bank of the Mississippi,<br />about 156 miles by river above NewOrleans, and 25<br />miles above Baton Rouge.  Although a small village, it was noted for its extensive shipments of<br />cotton and sugar, drawn chiefly from Mississippi by<br /><br />the Clinton Railroad.  The present fortifications and<br />immensely strong, and the Rebels are confident of<br />successfully resisting any force likely to be sent<br />against them."," The weather clearing up,<br />but the roads impassable with mud.  A stroll<br />to the bank of the Pamunkey with Hall, after<br />dinner.  Returning, discovered an old copy of<br />“Sandford and Merton” in the house and read<br />it through for the sake of old, boyish, recol 213<br /> To the White House again. <br />lections, finding it wofully goody.  This<br />day news of the occupation of Norfolk by<br />the Union troops reached us.","” It may be added, as a suggestive fact, that not a man of the regiment but concurred in and contributed to the presentation. <br />FROM SOUTH CAROLINA. <br />-----*-----Our Force on James Island – Quiet but<br />steady working – 9,000 or 10,000 Rebels on the island – occasional Demonstrations by the Enemy – evacuation of<br />the island by our troops – affairs at<br />Hilton Head – Rebel Rejoicings over the<br />defeat of McClellan. <br />From our Special Correspondent<br />Gen.  Wright’s Headquarters,<br />Camp on James Island, S."," Banks’s Chief Quartermaster.  Wherefore we had on board a very miscellaneous crowd of civilians, both male and female,<br />white, black, and parti-colored.  From the camp at<br />Carrollton (about 12 miles above NewOrleans, following the windings of the river), we were reenforced by the following companies of the 25th<br />Connecticut, under command of their Lieut. Colonel,<br />Stevens: Company C, Capt.  Head; D, Capt."," In Hayes’<br /> 205<br />Tribune Letters. <br />[newspaper_clipping]<br />rode on to the landing place, whither we soon after<br />followed them. <br />Here were more soldiers, of similar appearance<br />and two fine-looking Rebel officers, attired in handsome gray uniforms, on horseback.  Leaving my<br />companion to rest herself in the parlor of one of the<br />two hotels (where the only refreshment procurable<br />was water), I freely mingled with the crowd, and<br />soon found myself in a little group of Rebel soldiers,<br />involving the horseman previously encountered, and<br />some others. <br />“Dog gone it!",51.0,72.8,72.4,80.4,67.2,73.6,77.6,36.6,58.2,64.8,47.8,48.0,63.6,56.8,,41.6,304.0374514154198,173.36026658425902,35.95258784103534,0.028614929150316024,0.08182043527049103,0.055217682210403525
38,gunn,14,TopN,"boutcher, george, miss, clarke, sam, home"," (I don’t say he has acted any way dishonorably. ) I recollect<br />him writing of the matter to Alf, saying the girls parents were going<br />to Australia, and he didn’t know whether to obtain her for himself, or<br />let her accompany him.  Dined with Boutcher at Jack’s,<br />then accompanied him to London Bridge, (meeting Hayes’ brother by<br />the way, who told me he was in Paris, at the Hotel St Honoré,)<br />parted from Boutcher, got in omnibus, and to Sam’s.  Tilly there<br />in the evening.  Little Emily Annoot at our house, great friends<br />with me, and fond of fairy stories."," Thursday.  To Paternoster Row, to Charley, (who goes off<br />to Neithrop tonight,) thence to Hatton Garden.  Called on Jack<br />Boutcher.  Another “party” at our house to-night, but everyway<br />a slower affair than the other.  The Miss Stokes’, Mrs Mason and<br />daughter, Walem and his wife, Foulds and Rowbottom."," He, Clarke<br />Dean, and Barker there.  Home, and letter writing, to<br />Mrs Waud, Mrs Heylyn, Brown &c.  Boutcher came to tea,<br />George Clarke anon, as we sate under the trees in the garden,<br />with pipes and cognac.  Charley home.  A very jolly supper<br />party, Sam and Minnie happening in.","15.  Sunday.  Walk to London Bridge in the morning; and out<br />with Charley in the evening.  Calling at Whitelaw’s recent abode, was informed that he’d left it, gone in the country, they did’nt know where. <br />Unsuccessful calls at Corbett’s, Saunder’s, and Jack Boutcher’s, thence<br />homewards.","13.  Friday.  To Boutcher’s rooms, (he out,) Harvey<br />Smith’s, Mr Price’s.  Met Castle, with a post office bag containing<br />102<br />defunct chickens.  To Charley’s in Paternoster Row, there<br />talking with Cornelius Bagster.",14.4,48.8,67.2,31.0,40.6,44.0,53.6,6.2,43.4,51.6,48.2,24.4,26.6,50.4,,1.2,204.3608997544338,78.70921917651422,33.370357775104615,0.0470706370305255,0.027668704607739136,0.03736967081913232
39,gunn,20,TopN,"charleston, fort, south, hotel, sumter, letter"," To Courier Office, saw Bird.  Up-town with Carlyle, to the Express Office, loafing<br />there, Marchant and others present, he from<br />the Arsenal where he is on duty.  Another shooting party proposed; with him, Riordan, (of<br />the Charleston Mercury), Beecher, Woodward,<br /> 69<br /> A Letter from Hannah. <br />W.  Waud, Gonzalez, Carlyle and a French<br />drill master all entered one of the Express<br />wagons and bowled off through the town, talking<br />and singing, till we reached the “Schutzen platz,”<br />where we found old Coste, as appointed, and<br />practised firing with the Maynard and Warner<br />rifle and our revolvers till dusk."," Wednesday.  Another day of interest and<br />excitement in Charleston.  The “Star of the West”<br />steamer, sent with reinforcements to Fort Sumter and Major Anderson, is fired into by the<br />Morris Island battery.  I heard of it, first, from<br />Lindsay at the Express office; not knowing of<br />course, then, that Hills of the “Evening Post” was<br />on board.  (He wrote a good account of it on his<br />return, which sold the copy of the paper in which<br />it was printed immensely.",", “if that be not too high. ” His letter<br />is extensively discussed among the merchants here. <br />It contains also an incitement to immediate attack<br />upon Fort Sumter, confirmatory of much that I<br />have advanced in this letter. <br /><br />each other with pistols, one being badly hit in the<br />leg, the other pretending injury and the pavement<br />puddled with blood.  Back to supper, anon<br />a walk down town where I introduced Ramsay<br />to the Courier sanctum, in which we found Carlyle, young Mitchel and a third person."," Then writing a letter to the Post; – this:<br />[newspaper_clipping]<br /> SOUTH CAROLINA. <br /> ––––<br /><br />Martial Law Established–Bad Behavior of the<br />South Carolina Troops–Fort Sumter–Charleston<br />Commerce–The New Confederacy–The Defences<br />of Charleston–Major Anderson’s Condition. <br /> CHARLESTON, February 10, 1861. <br />Yesterday’s papers contained a proclamation from<br />the Governor, establishing martial law (duly accented in capitals), in and over Sullivan’s Island “and<br />the waters and marshes adjacent,” the provisions<br />of which you have doubtless reprinted."," To Courier Office, saw<br />Bird, to the ferry-wharf and to Kynaston’s<br />business place.  Loafing with him up (or down)<br />East Bay, up Broad, to Meeting street, into<br />the Express office again.  There was a very<br />handsome “doublerepeating” revolver there, to<br />be presented to Captain Coste, ostensibly by<br />friends and citizens of Charleston, really as<br />an advertisement and propitiation by Lind 39<br /> Letter Writing and Loafing. <br />say.  With Kynaston to the theatre, which we<br />found empty and strolled about, behind and<br />below the stage at pleasure.",29.4,61.2,54.6,28.0,60.2,46.4,74.4,28.0,63.2,74.4,32.0,32.2,27.6,37.4,,22.4,272.47721110121404,100.82236868432658,27.113415692272497,0.16474204141973434,0.09087532448222113,0.12780868295097775
40,gunn,21,TopN,"house, hall, camp, horse, heintzelman, tribune"," A ride to the camp in the<br />wood, on the borders of which we were located,<br />in company with Skilton.  To the 87th New York<br />and the 63rd Penn.  Near Col Hays tent, lay the<br /> 119<br /> Camp Experiences. <br />body of a man, stiff and stark, killed in<br />yesterday afternoon’s skirmish.  Dined, with<br />Skilton, at Riley’s tent, the Mozarters being<br />adjacent."," Chaplain Fuller (brother<br />to the famous Margaret) of the 16th Mass, who<br />accompanied Sinclair from Fortress Monroe, dropped in, anon the publisher and Col.  Mac Knight. <br />Accompanied Sinclair to the 8th Mass, encamped in front of “Clark’s house,” anon to Heintzelman’s, where we saw the General, Mc Kever,<br />Sneedon, Nichols and Lathrop.  Heichhold and<br />Mc Knight arrived and Cogg (brother-in-law<br />to Sinclair and sutler to the 105th Penn. )."," He was the precursor of half<br />a dozen more lieutenants (the highest rank attainable in the Signal Corps) among whom was<br />Jerome, of sword-capturing celebrity, on the<br />day of the Big Bethel reconnoisance.  Talks<br />all round, from which it appeared that the<br />young fellows designed establishing a “signal<br />station there.  A meal, bettered by the coffee of<br />the new comers.  Out to see after animals.  Wrote<br />a letter to the Tribune, when all the fellows<br />were abed upstairs; Hall sharing mine, as<br />usual."," Hays absent, on court-martial. <br />Brigham left us.  To Riley’s tent, in front of which,<br />seated astride of a wooden horse, or parallel pole<br />supported by two uprights, were half a dozen “skulks”<br />or offending soldiers, so designated by a rough board<br />above them.  Some had stirrups, some not.  The<br />punishment became unpleasant enough after half<br />an hour or so."," At last succeeded in finding a negro boy, the attendant of a quartermaster<br />who had captured a mule after the battle of<br />Williamsburg which he was willing to sell for<br />$2,,50.  Paying it, I, with some difficulty,<br />got both animals back to the White House stables<br />– for the mule broke his rotten halter once, and<br />finally I had to dismount and lead both him<br />and the horse.  Removed saddle and bridle from<br />my poor brute’s back to that of the more enduring<br />but less noble animal; paid a visit with Hall<br />to the dairy maid’s house, now thronged by soldiers, then off to certain of the Signal Corps,<br />whom we found lying in a field.  There were<br />Lieutenants Daniels, Paine, Gloskowski and<br />others.  The day wore on, the sun was mercilessly hot, and with pain and weariness in<br />every limb, I began to feel as if I was about<br />to experience a sunstroke.",16.6,67.8,76.0,52.0,59.2,62.0,68.8,10.0,59.6,77.6,47.0,15.6,30.2,25.0,,1.2,287.4316388681118,88.42064452739056,37.74028557898738,0.02332033247318514,0.0009502560266157249,0.012135294249900432
41,gunn,24,TopN,"lecture, volunteers, sermon, british, hear, chapin"," Firstly he spake how that divine<br />prayer had not in one Sense been (as yet) answered – yet in another it had. <br />Of the infinity of Creeds – and how they had strayed so far from the spirit of<br />their divine founder, as to hate and persecute.  Finely and unexaggerated<br />epithets did he apply to each – the papal tiara overtopping the crown of<br />earthly monarchs, – the stern puritans of the heaths of Scotland and Plymouth<br />Rock, – men iron without and an iron creed within; – the cold intellectuality <br />of the Unitarian; the fiery sudden emotion creed of Wesley and Windfield:<br />two Transcendentalist, who had discovered the Christ of the Bible to be<br />“a Christ of Nature and Morals. ” Of the darker shades of Creed-bicker-ing – the racks of the Inquisition, Smithfield fires, Huss, Servetus,<br />Sicilian Vespers and Saint Bartholomew.  / Of the cause of this."," A godly view of the Knickerbockian capital –<br />the Narrows, sea, sky and civilization – all beautiful,) from<br />the “Heights”.  Return, dine, afternoon siesta, and evening at<br />the Universalist Chapel with Hart, to hear Chepin.  As is wont of an Evening his<br />discourse was more of a lecture than Sermon.  Text “Great is Diana<br />of the Ephesians! ” A fine, manly, denunciation of the mob-spirit, which<br />was this last week insulted, broken up and ended the Abolitionists meeting."," In-doors, reading till the Evening.  Then to Presbyterian Church with Wing.  (“John Presbyter” has altered since Hudibrastic<br />days – fine organ, and sermon exhorting charity and christian spirit to<br />those differing in creed ).  That was the better part of the sermon.  For<br />the rest, the subject was too great for the preacher,) as it would have<br />been for most of his class.","<br /> V. <br />When the battle rages round,<br />And the rolling of the drum,<br />And the trembling of the ground<br />Tell usurpers that WE COME! –<br />Then the War’s deep-rolling thunder<br />Shall our lightnings cleave asunder,<br />And our enemies shall wonder<br />At the British Volunteers;<br />Shall wonder at the cheers<br />Of the British Volunteers! <br /> VI. <br />God of Freedom!"," Drawing & down town.  To Franklin<br />Street for meals.  Welden called, requesting me as I intended<br />to hear Theodore Parker lecture at the Tabernacle this night,<br />to take his wife also.  Down town with him, to the “Times”<br />Office; – introduced to Raymond the Editor.  Office again.",34.4,74.0,70.8,59.6,73.6,51.0,73.2,40.4,70.2,68.0,45.6,51.4,49.0,39.0,,32.4,291.4796430629966,152.95483038324792,35.15805551305666,0.02523240133069164,0.001030538811940244,0.013131470071315942
42,gunn,28,TopN,"boweryem, down-town, momus, addey, up-town, stedman"," Wrote another article there.  Newman<br />returned to Bleecker St with me and I took him<br />to an engine-house, he wanting to sketch a “machine. ”<br />Addey is “editing” Momus to the dogs and Newman<br /> 195<br /> More of “Momus. ” Rosenberg. <br />is very dissatisfied with him."," Told by Croly there<br />was a letter for me in the publishing office;<br />found one from our head man Spalding,<br />stating that the pay of “your Reporters was<br />not equitably adjusted,” that from and<br />after to-day, myself, Sweetsir and Myers<br />would “receive $14 weekly, instead of our present<br />rates,” and requesting a notification if this<br />wasn’t satisfactory.  Went round to Haney’s<br />to talk it over, thought I’d stand it; went up<br />town to a Protestant Evangelical Knowledge<br />Society where I heard some of the vilest bigotry<br />ever vented.  Went down-town, thought I’d<br />throw up “World” business, saw Haney again,<br />met Damoreau and Stedman, the latter of<br />whom urged me to see Marble.  Up-town. <br />To a “Sons of Temperence” meeting of a demiMasonic character, in Broome street, where<br />I found the members in an upper room, of<br />the queerest approach, drest in regalia, and<br />where, after I had intruded at one door, I<br />was bidden to another with a little trap in<br />it, through which an Irishman surveyed me<br />and coming out, gave me the scrap of news<br />I wanted.","Y.  Beggars, to Trade Sale, the Office,<br />then to Bleecker St.  Writing up article, a long<br />one, till 9 o’clock P. M, then down-town with<br />it, looking in at sale by the way.  Dead-beat<br />and frightfully nervous."," Anon met Corbin. <br />To Post-office, then up-town, to 4th street,<br />the Burton Library sale.  To office again after<br />dinner, up town in car with Stedman, to his<br />room in 4th street, then together to the Burton<br />sale.  Webb of the “Times” there and others.  To<br />supper."," Tuesday.  To office through the rain,<br />to “Courier” do. , then up-town to Woman’s Library and Institute Fair.  Should have had<br />to go to Jones’ Wood to witness Coppia’s paper balloon ascent, but a violent hail and<br />rain-storm absolved me.  Out through it<br />to send down copy, per 3rd Avenue, then<br />4<br /> Siddons’ Lecture<br />free for the day.",43.0,58.4,73.2,29.2,69.8,71.8,76.6,24.6,72.8,66.4,52.8,27.2,41.4,18.0,,27.4,293.8191149977244,118.58752894408906,36.34985400502468,,,
43,gunn,30,TopN,"world, strange, mine, mary, existence, dream"," Cut him soon, called at Waud ’s, whom I found<br />engaged on a picture; then returned.  He came and stayed the evening. <br />Talk of the Supernatural in books and imagination, of nebulae and embryo<br />worlds, of the Moon; of the ante-inhabited world; of monstrous ferns, of zoophytes, of Pre-adamite reptiles, of that geological[unclear_words]book “The Vestiges of <br />Creation”:<br />of German Hartzmountain legends: of Schillers “Diver”; of Death; of Time<br />and space: of Yucatan and forest hidden cities: of extinct civilisation, of Columbus, of Cortes and merciless Pizarro: of the California discovery and its future<br />effect, of the wondrous age we live in and how it will be spoken of when a thousand<br />years have rolled by; of what we have seen and may yet live to see.  And of<br />a thousand other things too which dwell not in my memory.  Brown came at<br />11 and joined converse."," Meet is it<br />that we should Not judge one Another hardly, – that<br />we should try to do unto Others as we would they should<br />do unto Us. <br />Shall I know Lotty in another World?  In what <br />Strange cycle of spirit life shall I be given to know<br />through I-know-not-what sense or intuition that this is<br />a human Soul I knew right well, and thought somewhat<br />off, on that earth; drifting together as we did a space? <br />De Quincy says, and, I know truly, a most awful<br />thing, That We Forget Nothing.  Only a cloud of circumstances overlay and blur it out awhile."," That Creation is on so vast a scale,<br />infinite worlds and systems of worlds circling throughout space, –<br />what Right have we to believe in an Immortality for ourselves? <br />What that a divine being should appear and suffer for our redemption, for our teacher and guide?  That as all we discover but<br />intimates progress in the scale of created beings, and that this universe<br />and the myriads of others unveiled by the Abraham telescope, is governed by grand, simple, regular, unswerving, mighty Laws; –<br />why not then suppose the all Just, all good, awful Creator of<br />All, will but that that this should be all, – we being but<br />the creatures of the hour; our life essence to be used even as<br />past geologic creatures, but to be resolved into more perfect forms,<br />retaining not identity.  And that as Confucius and Plato,<br />and other good and wise men had lived and taught diving axioms<br />to men, why not that Christ should be no other; – his miracles<br />and divinity the endowments of a superstitious age. <br />To which I argue, that admitting the vastness of God’s works<br />and countless worlds, governed by immutable laws, yet that they<br />all but work, so to speak, to affect man’s Soul."," Thursday.  All the weary day packing, books, drawings, clothes and other of civilization’s nuisances.  Sitting matagrabo<br />lized and melancholic in the evening, – sore throar and motleyhued musings of Past and Present – not Carlyle’s but mine<br />own.  Mine own – mine own – mine own – Oh my<br />God, Mary – hope is rotting piecemeal.  Accursed, deathly<br />horrible word Never – I half think I know its meaning."," At<br />night, ascertaining from the talk of sitting-room loungers that Ralph<br />Waldo Emerson lectured that evening at the Clinton Hall, set<br />off there.  Paid my 25 cents, and was admitted into gallery, place<br />crowded to excess, only standing room obtainable.  Subject of<br />lecture altered from that of “London” to “Spirit of the Times” –<br />He conducted it thus – First he spake of beautiful and<br />primitive creed of the Greek, content with and relying on<br />Nature, Zeus ruling sky, Poseidon the blue waters, and <br />Pluto the mine – Hades or land of disembodied spirits. <br />The Hamadryad and Faun in the wood – the world all as<br />God willed it.  Next the Christian – Nature a snare and<br />enemy, faith and stern World fight through life.",38.4,79.6,80.6,53.0,81.0,77.8,78.2,35.4,78.2,74.8,39.8,44.8,44.2,49.6,,31.8,334.622478441167,140.52994379959244,40.024566021926056,0.022541118585510982,0.016481281733007416,0.0195112001592592
44,gunn,31,TopN,"lake, swan, shore, indian, indians, pretty"," A sunny<br />breezy day, rather warm.  Onwards until 6, when we reach<br />Copper Harbour.  A few houses, and dock amid very pretty<br />scenery, lake all glass like, and some three or four Indian<br />tents on the Island on the other side.  A canoe with Indian<br />in it, and dog swimming near.  We disembark, and I with<br />Fort Huron Lewis took a mile walk through the trees, to the<br />“Fort,” Captain Estabrook passing us on horseback."," As<br />the day drew on, it cleared up, though a brisk breeze still blew.  Talk<br />with Noble & the Steward, fumigation & reading.  Stopped at nigh<br />sunset at Port Huron, in the Saint Clair river, (Lake Huron being<br />passed. ) A lumber-place, pretty.  Sarnia on the opposite shore."," Saturday.  Up right early, and as wont an extensive<br />wash to the middle round, in the barbers shop.  We had passed<br />Mackinaw during the night or rather morning, perhaps about 2,<br />and were now stretching eastwards along the north shore of Lake<br />Huron, for Saut St Marie, or the Soo as it is usually pronounced. <br />And here the scenery began.  An Archipelago of thirty thousand<br />Islands."," ‘Tis a flourishing place, considering its location. <br />Unfinished pier, and large stones.  With Lewis & another, after<br />purchasing mineral specimens, for a 1/4 mile walk along the lake<br />shore, backwards, to an Indian encampment.  There arriving,<br />we found an Indian breakfast party.  An old squaw, squarely<br />savage faced and portly, might have seen seventy years, three young<br />women; two as pretty as Indians can be, that is with large full<br />eyes, but coarse features, and long sleek black hair; and two or<br />three slender limbed elfin looking urchins about."," Specimens <br />given.  Rambling to the huts, and agate purchasing by<br />many.  A sturdy miner, communicative bade us walk on<br />to where, by the lake side, we spy an Indian council, bark<br />constructed, two or three girls and a squaw crouched in front. <br />A canoe coming to the shore, the object of our visit was indicated<br />to us.  T’was a young savage, perhaps 25, who had eaten<br />his father, uncle and aunt.",34.0,54.4,68.6,54.0,55.8,57.0,62.0,43.4,54.8,52.4,56.4,27.0,57.0,55.2,,28.4,240.85006962489297,142.14438059438643,34.06557356208598,0.24504185270713855,0.056482708325189965,0.15076228051616425
